Image num;label
"[[[0.01568627 0.25882353 0.21176471]
  [0.01568627 0.25882353 0.21176471]
  [0.01176471 0.25098039 0.20392157]
  ...
  [0.00392157 0.09411765 0.05490196]
  [0.         0.09019608 0.05098039]
  [0.         0.09019608 0.05098039]]

 [[0.01568627 0.25882353 0.21176471]
  [0.01568627 0.25882353 0.21176471]
  [0.01176471 0.25098039 0.20392157]
  ...
  [0.00392157 0.09411765 0.05490196]
  [0.         0.09019608 0.05098039]
  [0.         0.09019608 0.05098039]]

 [[0.02352941 0.26666667 0.21960784]
  [0.02352941 0.26666667 0.21960784]
  [0.01960784 0.25882353 0.21176471]
  ...
  [0.00392157 0.09411765 0.05882353]
  [0.         0.09019608 0.05098039]
  [0.         0.09019608 0.05098039]]

 ...

 [[0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  ...
  [0.00784314 0.13333333 0.10588235]
  [0.00392157 0.13333333 0.10196078]
  [0.00392157 0.13333333 0.10196078]]

 [[0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  ...
  [0.         0.1254902  0.09803922]
  [0.         0.1254902  0.09803922]
  [0.         0.1254902  0.09803922]]

 [[0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  [0.00392157 0.01568627 0.00784314]
  ...
  [0.         0.1254902  0.09803922]
  [0.         0.1254902  0.09803922]
  [0.         0.1254902  0.09803922]]]";0
"[[[0.10588235 0.12156863 0.1254902 ]
  [0.10588235 0.12156863 0.1254902 ]
  [0.09803922 0.11372549 0.11764706]
  ...
  [0.05098039 0.05490196 0.15686275]
  [0.03137255 0.03529412 0.1372549 ]
  [0.03137255 0.03529412 0.1372549 ]]

 [[0.10588235 0.12156863 0.1254902 ]
  [0.10588235 0.12156863 0.1254902 ]
  [0.09803922 0.11372549 0.11764706]
  ...
  [0.05098039 0.05490196 0.15686275]
  [0.03137255 0.03529412 0.1372549 ]
  [0.03137255 0.03529412 0.1372549 ]]

 [[0.10196078 0.11372549 0.12156863]
  [0.10196078 0.11372549 0.12156863]
  [0.09411765 0.10980392 0.11372549]
  ...
  [0.10980392 0.11764706 0.22352941]
  [0.09803922 0.10588235 0.20784314]
  [0.09803922 0.10588235 0.20784314]]

 ...

 [[0.8627451  0.84313725 0.84705882]
  [0.8627451  0.84313725 0.84705882]
  [0.85882353 0.84313725 0.84705882]
  ...
  [0.2        0.25098039 0.42352941]
  [0.17254902 0.22352941 0.39607843]
  [0.17254902 0.22352941 0.39607843]]

 [[0.86666667 0.84705882 0.85098039]
  [0.86666667 0.84705882 0.85098039]
  [0.8627451  0.84705882 0.84705882]
  ...
  [0.20392157 0.25490196 0.42745098]
  [0.17254902 0.22352941 0.39607843]
  [0.17254902 0.22352941 0.39607843]]

 [[0.86666667 0.84705882 0.85098039]
  [0.86666667 0.84705882 0.85098039]
  [0.8627451  0.84705882 0.84705882]
  ...
  [0.20392157 0.25490196 0.42745098]
  [0.17254902 0.22352941 0.39607843]
  [0.17254902 0.22352941 0.39607843]]]";1
"[[[0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  ...
  [0.99607843 0.91764706 0.84705882]
  [1.         0.92156863 0.85098039]
  [1.         0.92156863 0.85098039]]

 [[0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  ...
  [0.99607843 0.91764706 0.84705882]
  [1.         0.92156863 0.85098039]
  [1.         0.92156863 0.85098039]]

 [[0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  [0.94509804 0.88235294 0.81568627]
  ...
  [0.99607843 0.91764706 0.84705882]
  [1.         0.92156863 0.85490196]
  [1.         0.92156863 0.85490196]]

 ...

 [[0.83921569 0.78039216 0.70588235]
  [0.83921569 0.78039216 0.70588235]
  [0.84705882 0.78823529 0.71372549]
  ...
  [0.02352941 0.03137255 0.05098039]
  [0.01568627 0.03137255 0.04705882]
  [0.01568627 0.03137255 0.04705882]]

 [[0.83137255 0.77254902 0.69803922]
  [0.83137255 0.77254902 0.69803922]
  [0.84313725 0.78431373 0.70980392]
  ...
  [0.02352941 0.03137255 0.04705882]
  [0.01568627 0.02745098 0.04313725]
  [0.01568627 0.02745098 0.04313725]]

 [[0.83137255 0.77254902 0.69803922]
  [0.83137255 0.77254902 0.69803922]
  [0.84313725 0.78431373 0.70980392]
  ...
  [0.02352941 0.03137255 0.04705882]
  [0.01568627 0.02745098 0.04313725]
  [0.01568627 0.02745098 0.04313725]]]";1
"[[[0.49803922 0.6        0.65490196]
  [0.49803922 0.6        0.65490196]
  [0.42745098 0.52941176 0.58431373]
  ...
  [0.45882353 0.60392157 0.71372549]
  [0.45882353 0.60392157 0.71372549]
  [0.45882353 0.60392157 0.71372549]]

 [[0.49803922 0.6        0.65490196]
  [0.49803922 0.6        0.65490196]
  [0.42745098 0.52941176 0.58431373]
  ...
  [0.45882353 0.60392157 0.71372549]
  [0.45882353 0.60392157 0.71372549]
  [0.45882353 0.60392157 0.71372549]]

 [[0.44705882 0.54901961 0.60392157]
  [0.44705882 0.54901961 0.60392157]
  [0.39215686 0.49019608 0.54901961]
  ...
  [0.43529412 0.58039216 0.69019608]
  [0.43529412 0.58039216 0.69019608]
  [0.43529412 0.58039216 0.69019608]]

 ...

 [[0.21960784 0.32941176 0.42352941]
  [0.21960784 0.32941176 0.42352941]
  [0.27058824 0.38039216 0.4745098 ]
  ...
  [0.27058824 0.35294118 0.45882353]
  [0.25490196 0.3372549  0.44313725]
  [0.25490196 0.3372549  0.44313725]]

 [[0.24705882 0.35686275 0.45098039]
  [0.24705882 0.35686275 0.45098039]
  [0.29411765 0.40392157 0.49803922]
  ...
  [0.2745098  0.35686275 0.4627451 ]
  [0.25882353 0.34117647 0.44705882]
  [0.25882353 0.34117647 0.44705882]]

 [[0.24705882 0.35686275 0.45098039]
  [0.24705882 0.35686275 0.45098039]
  [0.29411765 0.40392157 0.49803922]
  ...
  [0.2745098  0.35686275 0.4627451 ]
  [0.25882353 0.34117647 0.44705882]
  [0.25882353 0.34117647 0.44705882]]]";1
"[[[0.74509804 0.87843137 0.97254902]
  [0.74509804 0.87843137 0.97254902]
  [0.73333333 0.87058824 0.96862745]
  ...
  [0.78039216 0.85490196 0.95294118]
  [0.77254902 0.85098039 0.94901961]
  [0.77254902 0.85098039 0.94901961]]

 [[0.74509804 0.87843137 0.97254902]
  [0.74509804 0.87843137 0.97254902]
  [0.73333333 0.87058824 0.96862745]
  ...
  [0.78039216 0.85490196 0.95294118]
  [0.77254902 0.85098039 0.94901961]
  [0.77254902 0.85098039 0.94901961]]

 [[0.74117647 0.8745098  0.96862745]
  [0.74117647 0.8745098  0.96862745]
  [0.72941176 0.86666667 0.96470588]
  ...
  [0.78431373 0.8627451  0.96078431]
  [0.78039216 0.85882353 0.95686275]
  [0.78039216 0.85882353 0.95686275]]

 ...

 [[0.24705882 0.39215686 0.44705882]
  [0.24705882 0.39215686 0.44705882]
  [0.27058824 0.41176471 0.46666667]
  ...
  [0.0627451  0.1372549  0.1254902 ]
  [0.05882353 0.13333333 0.1254902 ]
  [0.05882353 0.13333333 0.1254902 ]]

 [[0.23921569 0.38431373 0.43921569]
  [0.23921569 0.38431373 0.43921569]
  [0.2627451  0.40784314 0.4627451 ]
  ...
  [0.0627451  0.1372549  0.1254902 ]
  [0.05882353 0.13333333 0.12156863]
  [0.05882353 0.13333333 0.12156863]]

 [[0.23921569 0.38431373 0.43921569]
  [0.23921569 0.38431373 0.43921569]
  [0.2627451  0.40784314 0.4627451 ]
  ...
  [0.0627451  0.1372549  0.1254902 ]
  [0.05882353 0.13333333 0.12156863]
  [0.05882353 0.13333333 0.12156863]]]";0
"[[[0.01960784 0.04313725 0.21960784]
  [0.01960784 0.04313725 0.21960784]
  [0.02745098 0.05490196 0.22745098]
  ...
  [0.45882353 0.54117647 0.72941176]
  [0.52156863 0.6        0.78431373]
  [0.52156863 0.6        0.78431373]]

 [[0.01960784 0.04313725 0.21960784]
  [0.01960784 0.04313725 0.21960784]
  [0.02745098 0.05490196 0.22745098]
  ...
  [0.45882353 0.54117647 0.72941176]
  [0.52156863 0.6        0.78431373]
  [0.52156863 0.6        0.78431373]]

 [[0.03921569 0.0627451  0.23921569]
  [0.03921569 0.0627451  0.23921569]
  [0.04313725 0.07058824 0.24313725]
  ...
  [0.48235294 0.56078431 0.74117647]
  [0.54117647 0.61568627 0.79215686]
  [0.54117647 0.61568627 0.79215686]]

 ...

 [[0.6        0.76862745 0.6627451 ]
  [0.6        0.76862745 0.6627451 ]
  [0.57254902 0.74117647 0.63137255]
  ...
  [0.39607843 0.41960784 0.67843137]
  [0.39607843 0.41960784 0.67843137]
  [0.39607843 0.41960784 0.67843137]]

 [[0.6        0.76862745 0.6627451 ]
  [0.6        0.76862745 0.6627451 ]
  [0.57254902 0.74117647 0.63137255]
  ...
  [0.44705882 0.47058824 0.72156863]
  [0.43921569 0.4627451  0.71764706]
  [0.43921569 0.4627451  0.71764706]]

 [[0.6        0.76862745 0.6627451 ]
  [0.6        0.76862745 0.6627451 ]
  [0.57254902 0.74117647 0.63137255]
  ...
  [0.44705882 0.47058824 0.72156863]
  [0.43921569 0.4627451  0.71764706]
  [0.43921569 0.4627451  0.71764706]]]";1
"[[[0.04313725 0.         0.43137255]
  [0.04313725 0.         0.43137255]
  [0.05098039 0.00784314 0.43921569]
  ...
  [0.05882353 0.00784314 0.50196078]
  [0.0627451  0.00784314 0.50196078]
  [0.0627451  0.00784314 0.50196078]]

 [[0.04313725 0.         0.43137255]
  [0.04313725 0.         0.43137255]
  [0.05098039 0.00784314 0.43921569]
  ...
  [0.05882353 0.00784314 0.50196078]
  [0.0627451  0.00784314 0.50196078]
  [0.0627451  0.00784314 0.50196078]]

 [[0.04705882 0.00392157 0.43137255]
  [0.04705882 0.00392157 0.43137255]
  [0.05490196 0.00784314 0.43921569]
  ...
  [0.05882353 0.00392157 0.49803922]
  [0.05882353 0.00784314 0.49803922]
  [0.05882353 0.00784314 0.49803922]]

 ...

 [[0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  ...
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]]

 [[0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  ...
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]]

 [[0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  [0.06666667 0.00784314 0.54901961]
  ...
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]
  [0.03921569 0.         0.50980392]]]";0
"[[[0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  ...
  [0.01960784 0.02745098 0.05882353]
  [0.02352941 0.03137255 0.0627451 ]
  [0.02352941 0.03137255 0.0627451 ]]

 [[0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  ...
  [0.01960784 0.02745098 0.05882353]
  [0.02352941 0.03137255 0.0627451 ]
  [0.02352941 0.03137255 0.0627451 ]]

 [[0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  [0.89019608 0.81568627 0.79607843]
  ...
  [0.01960784 0.02745098 0.05882353]
  [0.02352941 0.03137255 0.0627451 ]
  [0.02352941 0.03137255 0.0627451 ]]

 ...

 [[0.52941176 0.38039216 0.34901961]
  [0.52941176 0.38039216 0.34901961]
  [0.57647059 0.43529412 0.40392157]
  ...
  [0.47058824 0.56078431 0.67058824]
  [0.4745098  0.56470588 0.6745098 ]
  [0.4745098  0.56470588 0.6745098 ]]

 [[0.51764706 0.37254902 0.34117647]
  [0.51764706 0.37254902 0.34117647]
  [0.56470588 0.42352941 0.39215686]
  ...
  [0.47058824 0.56078431 0.67058824]
  [0.46666667 0.56078431 0.67058824]
  [0.46666667 0.56078431 0.67058824]]

 [[0.51764706 0.37254902 0.34117647]
  [0.51764706 0.37254902 0.34117647]
  [0.56470588 0.42352941 0.39215686]
  ...
  [0.47058824 0.56078431 0.67058824]
  [0.46666667 0.56078431 0.67058824]
  [0.46666667 0.56078431 0.67058824]]]";1
"[[[0.69411765 0.70196078 0.70196078]
  [0.69411765 0.70196078 0.70196078]
  [0.69411765 0.70196078 0.70196078]
  ...
  [0.58431373 0.5372549  0.51372549]
  [0.58431373 0.5372549  0.51372549]
  [0.58431373 0.5372549  0.51372549]]

 [[0.69411765 0.70196078 0.70196078]
  [0.69411765 0.70196078 0.70196078]
  [0.69411765 0.70196078 0.70196078]
  ...
  [0.58431373 0.5372549  0.51372549]
  [0.58431373 0.5372549  0.51372549]
  [0.58431373 0.5372549  0.51372549]]

 [[0.69411765 0.70196078 0.70196078]
  [0.69411765 0.70196078 0.70196078]
  [0.69019608 0.70196078 0.69803922]
  ...
  [0.57647059 0.53333333 0.50980392]
  [0.57647059 0.53333333 0.50588235]
  [0.57647059 0.53333333 0.50588235]]

 ...

 [[0.23137255 0.26666667 0.58039216]
  [0.23137255 0.26666667 0.58039216]
  [0.23921569 0.2745098  0.58431373]
  ...
  [0.60392157 0.55686275 0.51764706]
  [0.63529412 0.58431373 0.54901961]
  [0.63529412 0.58431373 0.54901961]]

 [[0.23137255 0.26666667 0.58039216]
  [0.23137255 0.26666667 0.58039216]
  [0.23921569 0.2745098  0.58431373]
  ...
  [0.59215686 0.54509804 0.50588235]
  [0.63137255 0.58431373 0.54509804]
  [0.63137255 0.58431373 0.54509804]]

 [[0.23137255 0.26666667 0.58039216]
  [0.23137255 0.26666667 0.58039216]
  [0.23921569 0.2745098  0.58431373]
  ...
  [0.59215686 0.54509804 0.50588235]
  [0.63137255 0.58431373 0.54509804]
  [0.63137255 0.58431373 0.54509804]]]";1
"[[[0.64313725 0.55686275 0.41568627]
  [0.64313725 0.55686275 0.41568627]
  [0.62745098 0.54509804 0.41176471]
  ...
  [0.82745098 0.72156863 0.47058824]
  [0.82745098 0.72156863 0.47058824]
  [0.82745098 0.72156863 0.47058824]]

 [[0.64313725 0.55686275 0.41568627]
  [0.64313725 0.55686275 0.41568627]
  [0.62745098 0.54509804 0.41176471]
  ...
  [0.82745098 0.72156863 0.47058824]
  [0.82745098 0.72156863 0.47058824]
  [0.82745098 0.72156863 0.47058824]]

 [[0.62745098 0.54509804 0.40392157]
  [0.62745098 0.54509804 0.40392157]
  [0.61176471 0.53333333 0.4       ]
  ...
  [0.81568627 0.70980392 0.4627451 ]
  [0.81568627 0.70980392 0.45882353]
  [0.81568627 0.70980392 0.45882353]]

 ...

 [[0.72156863 0.64705882 0.4627451 ]
  [0.72156863 0.64705882 0.4627451 ]
  [0.72941176 0.65490196 0.47058824]
  ...
  [0.67843137 0.65490196 0.56078431]
  [0.67843137 0.65490196 0.56078431]
  [0.67843137 0.65490196 0.56078431]]

 [[0.72156863 0.65098039 0.46666667]
  [0.72156863 0.65098039 0.46666667]
  [0.7254902  0.65882353 0.4745098 ]
  ...
  [0.67058824 0.64705882 0.56078431]
  [0.67058824 0.64705882 0.55686275]
  [0.67058824 0.64705882 0.55686275]]

 [[0.72156863 0.65098039 0.46666667]
  [0.72156863 0.65098039 0.46666667]
  [0.7254902  0.65882353 0.4745098 ]
  ...
  [0.67058824 0.64705882 0.56078431]
  [0.67058824 0.64705882 0.55686275]
  [0.67058824 0.64705882 0.55686275]]]";1
"[[[0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  ...
  [0.04705882 0.22745098 0.43921569]
  [0.03921569 0.21960784 0.43137255]
  [0.03921569 0.21960784 0.43137255]]

 [[0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  ...
  [0.04705882 0.22745098 0.43921569]
  [0.03921569 0.21960784 0.43137255]
  [0.03921569 0.21960784 0.43137255]]

 [[0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  [0.61568627 0.68235294 0.78823529]
  ...
  [0.05098039 0.23137255 0.44313725]
  [0.04313725 0.22352941 0.43529412]
  [0.04313725 0.22352941 0.43529412]]

 ...

 [[0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  ...
  [0.48235294 0.65882353 0.8745098 ]
  [0.47843137 0.65098039 0.87058824]
  [0.47843137 0.65098039 0.87058824]]

 [[0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  ...
  [0.47843137 0.65882353 0.88235294]
  [0.4745098  0.65098039 0.8745098 ]
  [0.4745098  0.65098039 0.8745098 ]]

 [[0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  [0.70980392 0.76078431 0.8627451 ]
  ...
  [0.47843137 0.65882353 0.88235294]
  [0.4745098  0.65098039 0.8745098 ]
  [0.4745098  0.65098039 0.8745098 ]]]";1
"[[[0.75686275 0.62745098 0.31372549]
  [0.75686275 0.62745098 0.31372549]
  [0.8        0.6745098  0.37254902]
  ...
  [0.8        0.63137255 0.18823529]
  [0.82745098 0.65490196 0.19607843]
  [0.82745098 0.65490196 0.19607843]]

 [[0.75686275 0.62745098 0.31372549]
  [0.75686275 0.62745098 0.31372549]
  [0.8        0.6745098  0.37254902]
  ...
  [0.8        0.63137255 0.18823529]
  [0.82745098 0.65490196 0.19607843]
  [0.82745098 0.65490196 0.19607843]]

 [[0.74901961 0.61960784 0.30196078]
  [0.74901961 0.61960784 0.30196078]
  [0.79215686 0.6627451  0.35686275]
  ...
  [0.79607843 0.63137255 0.18823529]
  [0.82352941 0.65490196 0.19607843]
  [0.82352941 0.65490196 0.19607843]]

 ...

 [[0.4        0.54509804 0.63137255]
  [0.4        0.54509804 0.63137255]
  [0.4        0.54509804 0.63137255]
  ...
  [0.41176471 0.44313725 0.44313725]
  [0.43529412 0.46666667 0.45882353]
  [0.43529412 0.46666667 0.45882353]]

 [[0.39607843 0.54117647 0.62745098]
  [0.39607843 0.54117647 0.62745098]
  [0.4        0.54117647 0.62745098]
  ...
  [0.42352941 0.45882353 0.45882353]
  [0.45098039 0.48235294 0.47843137]
  [0.45098039 0.48235294 0.47843137]]

 [[0.39607843 0.54117647 0.62745098]
  [0.39607843 0.54117647 0.62745098]
  [0.4        0.54117647 0.62745098]
  ...
  [0.42352941 0.45882353 0.45882353]
  [0.45098039 0.48235294 0.47843137]
  [0.45098039 0.48235294 0.47843137]]]";1
"[[[0.12156863 0.30980392 0.23921569]
  [0.12156863 0.30980392 0.23921569]
  [0.14901961 0.33333333 0.2627451 ]
  ...
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]]

 [[0.12156863 0.30980392 0.23921569]
  [0.12156863 0.30980392 0.23921569]
  [0.14901961 0.33333333 0.2627451 ]
  ...
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]]

 [[0.11372549 0.29803922 0.23137255]
  [0.11372549 0.29803922 0.23137255]
  [0.14509804 0.3254902  0.25882353]
  ...
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]
  [0.2745098  0.67843137 0.52941176]]

 ...

 [[0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  ...
  [0.33333333 0.65490196 0.52941176]
  [0.33333333 0.65098039 0.52941176]
  [0.33333333 0.65098039 0.52941176]]

 [[0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  ...
  [0.31764706 0.64705882 0.51764706]
  [0.31764706 0.64313725 0.51764706]
  [0.31764706 0.64313725 0.51764706]]

 [[0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  [0.66666667 0.80784314 0.74509804]
  ...
  [0.31764706 0.64705882 0.51764706]
  [0.31764706 0.64313725 0.51764706]
  [0.31764706 0.64313725 0.51764706]]]";0
"[[[0.06666667 0.09019608 0.23529412]
  [0.06666667 0.09019608 0.23529412]
  [0.06666667 0.09019608 0.23529412]
  ...
  [0.01176471 0.         0.0627451 ]
  [0.01176471 0.         0.0627451 ]
  [0.01176471 0.         0.0627451 ]]

 [[0.06666667 0.09019608 0.23529412]
  [0.06666667 0.09019608 0.23529412]
  [0.06666667 0.09019608 0.23529412]
  ...
  [0.01176471 0.         0.0627451 ]
  [0.01176471 0.         0.0627451 ]
  [0.01176471 0.         0.0627451 ]]

 [[0.05490196 0.07058824 0.21960784]
  [0.05490196 0.07058824 0.21960784]
  [0.05098039 0.07058824 0.21568627]
  ...
  [0.01176471 0.         0.05882353]
  [0.01176471 0.         0.05882353]
  [0.01176471 0.         0.05882353]]

 ...

 [[0.87843137 0.85098039 0.87058824]
  [0.87843137 0.85098039 0.87058824]
  [0.89803922 0.87058824 0.89019608]
  ...
  [0.0745098  0.06666667 0.27843137]
  [0.08235294 0.07058824 0.28627451]
  [0.08235294 0.07058824 0.28627451]]

 [[0.8745098  0.84705882 0.86666667]
  [0.8745098  0.84705882 0.86666667]
  [0.89411765 0.86666667 0.88627451]
  ...
  [0.07843137 0.06666667 0.28235294]
  [0.08235294 0.07058824 0.28627451]
  [0.08235294 0.07058824 0.28627451]]

 [[0.8745098  0.84705882 0.86666667]
  [0.8745098  0.84705882 0.86666667]
  [0.89411765 0.86666667 0.88627451]
  ...
  [0.07843137 0.06666667 0.28235294]
  [0.08235294 0.07058824 0.28627451]
  [0.08235294 0.07058824 0.28627451]]]";1
"[[[0.59607843 0.75294118 0.82352941]
  [0.59607843 0.75294118 0.82352941]
  [0.58431373 0.74117647 0.81176471]
  ...
  [0.5372549  0.65490196 0.69803922]
  [0.50980392 0.62745098 0.67058824]
  [0.50980392 0.62745098 0.67058824]]

 [[0.59607843 0.75294118 0.82352941]
  [0.59607843 0.75294118 0.82352941]
  [0.58431373 0.74117647 0.81176471]
  ...
  [0.5372549  0.65490196 0.69803922]
  [0.50980392 0.62745098 0.67058824]
  [0.50980392 0.62745098 0.67058824]]

 [[0.59607843 0.75294118 0.82352941]
  [0.59607843 0.75294118 0.82352941]
  [0.58823529 0.74117647 0.81176471]
  ...
  [0.54117647 0.65882353 0.70196078]
  [0.51372549 0.63137255 0.6745098 ]
  [0.51372549 0.63137255 0.6745098 ]]

 ...

 [[0.44705882 0.61176471 0.68627451]
  [0.44705882 0.61176471 0.68627451]
  [0.44705882 0.61176471 0.68627451]
  ...
  [0.4        0.52941176 0.60784314]
  [0.39607843 0.52941176 0.60784314]
  [0.39607843 0.52941176 0.60784314]]

 [[0.44313725 0.60784314 0.68235294]
  [0.44313725 0.60784314 0.68235294]
  [0.43921569 0.60392157 0.67843137]
  ...
  [0.40784314 0.5372549  0.61568627]
  [0.40784314 0.5372549  0.61568627]
  [0.40784314 0.5372549  0.61568627]]

 [[0.44313725 0.60784314 0.68235294]
  [0.44313725 0.60784314 0.68235294]
  [0.43921569 0.60392157 0.67843137]
  ...
  [0.40784314 0.5372549  0.61568627]
  [0.40784314 0.5372549  0.61568627]
  [0.40784314 0.5372549  0.61568627]]]";0
"[[[0.40392157 0.41568627 0.44705882]
  [0.40392157 0.41568627 0.44705882]
  [0.39215686 0.40392157 0.43529412]
  ...
  [0.4627451  0.4627451  0.4627451 ]
  [0.45882353 0.45882353 0.45882353]
  [0.45882353 0.45882353 0.45882353]]

 [[0.40392157 0.41568627 0.44705882]
  [0.40392157 0.41568627 0.44705882]
  [0.39215686 0.40392157 0.43529412]
  ...
  [0.4627451  0.4627451  0.4627451 ]
  [0.45882353 0.45882353 0.45882353]
  [0.45882353 0.45882353 0.45882353]]

 [[0.38823529 0.4        0.43137255]
  [0.38823529 0.4        0.43137255]
  [0.38039216 0.39215686 0.42352941]
  ...
  [0.45098039 0.45098039 0.45098039]
  [0.44705882 0.44705882 0.44705882]
  [0.44705882 0.44705882 0.44705882]]

 ...

 [[0.67058824 0.67843137 0.68235294]
  [0.67058824 0.67843137 0.68235294]
  [0.65490196 0.6627451  0.66666667]
  ...
  [0.71764706 0.71764706 0.71764706]
  [0.70196078 0.70196078 0.70196078]
  [0.70196078 0.70196078 0.70196078]]

 [[0.67843137 0.68627451 0.69019608]
  [0.67843137 0.68627451 0.69019608]
  [0.65882353 0.66666667 0.67058824]
  ...
  [0.70196078 0.70196078 0.70196078]
  [0.68235294 0.68235294 0.68235294]
  [0.68235294 0.68235294 0.68235294]]

 [[0.67843137 0.68627451 0.69019608]
  [0.67843137 0.68627451 0.69019608]
  [0.65882353 0.66666667 0.67058824]
  ...
  [0.70196078 0.70196078 0.70196078]
  [0.68235294 0.68235294 0.68235294]
  [0.68235294 0.68235294 0.68235294]]]";1
"[[[0.43137255 0.43529412 0.37254902]
  [0.43137255 0.43529412 0.37254902]
  [0.43921569 0.44313725 0.38039216]
  ...
  [0.10588235 0.10980392 0.09411765]
  [0.10588235 0.10980392 0.09411765]
  [0.10588235 0.10980392 0.09411765]]

 [[0.43137255 0.43529412 0.37254902]
  [0.43137255 0.43529412 0.37254902]
  [0.43921569 0.44313725 0.38039216]
  ...
  [0.10588235 0.10980392 0.09411765]
  [0.10588235 0.10980392 0.09411765]
  [0.10588235 0.10980392 0.09411765]]

 [[0.41568627 0.41960784 0.35686275]
  [0.41568627 0.41960784 0.35686275]
  [0.42352941 0.42352941 0.36470588]
  ...
  [0.10980392 0.11372549 0.09411765]
  [0.10588235 0.10980392 0.09411765]
  [0.10588235 0.10980392 0.09411765]]

 ...

 [[0.17647059 0.16470588 0.14509804]
  [0.17647059 0.16470588 0.14509804]
  [0.18039216 0.16862745 0.14901961]
  ...
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]]

 [[0.18039216 0.16862745 0.14901961]
  [0.18039216 0.16862745 0.14901961]
  [0.18431373 0.17254902 0.14901961]
  ...
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]]

 [[0.18039216 0.16862745 0.14901961]
  [0.18039216 0.16862745 0.14901961]
  [0.18431373 0.17254902 0.14901961]
  ...
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]
  [0.10588235 0.10980392 0.0745098 ]]]";0
