Image num;label
"[[[0.31372549 0.37254902 0.49803922]
  [0.31372549 0.37254902 0.49803922]
  [0.3254902  0.38431373 0.50980392]
  ...
  [0.87843137 0.78823529 0.74117647]
  [0.87843137 0.79215686 0.74509804]
  [0.87843137 0.79215686 0.74509804]]

 [[0.31372549 0.37254902 0.49803922]
  [0.31372549 0.37254902 0.49803922]
  [0.3254902  0.38431373 0.50980392]
  ...
  [0.87843137 0.78823529 0.74117647]
  [0.87843137 0.79215686 0.74509804]
  [0.87843137 0.79215686 0.74509804]]

 [[0.31372549 0.37254902 0.49803922]
  [0.31372549 0.37254902 0.49803922]
  [0.3254902  0.38431373 0.50980392]
  ...
  [0.8745098  0.78823529 0.74117647]
  [0.87843137 0.79215686 0.74509804]
  [0.87843137 0.79215686 0.74509804]]

 ...

 [[0.4745098  0.61960784 0.85490196]
  [0.4745098  0.61960784 0.85490196]
  [0.4627451  0.61176471 0.84705882]
  ...
  [0.69411765 0.61176471 0.83921569]
  [0.7254902  0.64705882 0.8627451 ]
  [0.7254902  0.64705882 0.8627451 ]]

 [[0.47843137 0.62352941 0.85882353]
  [0.47843137 0.62352941 0.85882353]
  [0.46666667 0.61176471 0.85098039]
  ...
  [0.62745098 0.54117647 0.79607843]
  [0.6627451  0.58039216 0.82745098]
  [0.6627451  0.58039216 0.82745098]]

 [[0.47843137 0.62352941 0.85882353]
  [0.47843137 0.62352941 0.85882353]
  [0.46666667 0.61176471 0.85098039]
  ...
  [0.62745098 0.54117647 0.79607843]
  [0.6627451  0.58039216 0.82745098]
  [0.6627451  0.58039216 0.82745098]]]";0
"[[[0.02352941 0.03921569 0.08235294]
  [0.02352941 0.03921569 0.08235294]
  [0.02352941 0.03921569 0.08235294]
  ...
  [0.03921569 0.05882353 0.14117647]
  [0.04313725 0.0627451  0.14509804]
  [0.04313725 0.0627451  0.14509804]]

 [[0.02352941 0.03921569 0.08235294]
  [0.02352941 0.03921569 0.08235294]
  [0.02352941 0.03921569 0.08235294]
  ...
  [0.03921569 0.05882353 0.14117647]
  [0.04313725 0.0627451  0.14509804]
  [0.04313725 0.0627451  0.14509804]]

 [[0.01960784 0.03529412 0.07843137]
  [0.01960784 0.03529412 0.07843137]
  [0.01568627 0.03529412 0.0745098 ]
  ...
  [0.03921569 0.05882353 0.1372549 ]
  [0.04313725 0.0627451  0.14509804]
  [0.04313725 0.0627451  0.14509804]]

 ...

 [[0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  ...
  [0.05098039 0.0627451  0.07843137]
  [0.04705882 0.0627451  0.07843137]
  [0.04705882 0.0627451  0.07843137]]

 [[0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  ...
  [0.05490196 0.06666667 0.08235294]
  [0.05490196 0.06666667 0.08235294]
  [0.05490196 0.06666667 0.08235294]]

 [[0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  [0.00784314 0.00392157 0.01176471]
  ...
  [0.05490196 0.06666667 0.08235294]
  [0.05490196 0.06666667 0.08235294]
  [0.05490196 0.06666667 0.08235294]]]";1
"[[[0.83137255 0.87843137 0.91764706]
  [0.83137255 0.87843137 0.91764706]
  [0.82352941 0.8745098  0.91372549]
  ...
  [0.95686275 0.94509804 0.91764706]
  [0.95686275 0.94509804 0.91372549]
  [0.95686275 0.94509804 0.91372549]]

 [[0.83137255 0.87843137 0.91764706]
  [0.83137255 0.87843137 0.91764706]
  [0.82352941 0.8745098  0.91372549]
  ...
  [0.95686275 0.94509804 0.91764706]
  [0.95686275 0.94509804 0.91372549]
  [0.95686275 0.94509804 0.91372549]]

 [[0.82745098 0.8745098  0.91764706]
  [0.82745098 0.8745098  0.91764706]
  [0.81960784 0.87058824 0.91372549]
  ...
  [0.95686275 0.94509804 0.91372549]
  [0.95294118 0.94509804 0.90980392]
  [0.95294118 0.94509804 0.90980392]]

 ...

 [[0.09411765 0.15294118 0.27843137]
  [0.09411765 0.15294118 0.27843137]
  [0.09411765 0.15294118 0.27843137]
  ...
  [0.09411765 0.17254902 0.27843137]
  [0.10196078 0.17647059 0.28235294]
  [0.10196078 0.17647059 0.28235294]]

 [[0.09019608 0.14901961 0.2745098 ]
  [0.09019608 0.14901961 0.2745098 ]
  [0.09019608 0.14901961 0.2745098 ]
  ...
  [0.08235294 0.15686275 0.2627451 ]
  [0.09019608 0.16470588 0.27058824]
  [0.09019608 0.16470588 0.27058824]]

 [[0.09019608 0.14901961 0.2745098 ]
  [0.09019608 0.14901961 0.2745098 ]
  [0.09019608 0.14901961 0.2745098 ]
  ...
  [0.08235294 0.15686275 0.2627451 ]
  [0.09019608 0.16470588 0.27058824]
  [0.09019608 0.16470588 0.27058824]]]";1
"[[[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  ...
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]]

 [[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  ...
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]]

 [[0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  [0.00392157 0.00392157 0.00392157]
  ...
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]
  [0.05490196 0.08627451 0.08627451]]

 ...

 [[0.06666667 0.09019608 0.1372549 ]
  [0.06666667 0.09019608 0.1372549 ]
  [0.07058824 0.09411765 0.1372549 ]
  ...
  [0.04705882 0.10196078 0.11764706]
  [0.04705882 0.10588235 0.11764706]
  [0.04705882 0.10588235 0.11764706]]

 [[0.07058824 0.09411765 0.1372549 ]
  [0.07058824 0.09411765 0.1372549 ]
  [0.0745098  0.09411765 0.1372549 ]
  ...
  [0.04705882 0.10588235 0.11372549]
  [0.04705882 0.10588235 0.11764706]
  [0.04705882 0.10588235 0.11764706]]

 [[0.07058824 0.09411765 0.1372549 ]
  [0.07058824 0.09411765 0.1372549 ]
  [0.0745098  0.09411765 0.1372549 ]
  ...
  [0.04705882 0.10588235 0.11372549]
  [0.04705882 0.10588235 0.11764706]
  [0.04705882 0.10588235 0.11764706]]]";1
"[[[0.93333333 0.91372549 0.91764706]
  [0.93333333 0.91372549 0.91764706]
  [0.92941176 0.90980392 0.91372549]
  ...
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]]

 [[0.93333333 0.91372549 0.91764706]
  [0.93333333 0.91372549 0.91764706]
  [0.92941176 0.90980392 0.91372549]
  ...
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]]

 [[0.92941176 0.90980392 0.91372549]
  [0.92941176 0.90980392 0.91372549]
  [0.9254902  0.90980392 0.91372549]
  ...
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]
  [0.95686275 0.94901961 0.94509804]]

 ...

 [[0.36862745 0.47058824 0.58823529]
  [0.36862745 0.47058824 0.58823529]
  [0.36862745 0.4745098  0.59215686]
  ...
  [0.5254902  0.61960784 0.72156863]
  [0.59607843 0.69019608 0.79215686]
  [0.59607843 0.69019608 0.79215686]]

 [[0.36078431 0.4627451  0.58039216]
  [0.36078431 0.4627451  0.58039216]
  [0.36470588 0.46666667 0.58431373]
  ...
  [0.5254902  0.61960784 0.72156863]
  [0.6        0.69019608 0.79215686]
  [0.6        0.69019608 0.79215686]]

 [[0.36078431 0.4627451  0.58039216]
  [0.36078431 0.4627451  0.58039216]
  [0.36470588 0.46666667 0.58431373]
  ...
  [0.5254902  0.61960784 0.72156863]
  [0.6        0.69019608 0.79215686]
  [0.6        0.69019608 0.79215686]]]";1
"[[[0.04705882 0.09803922 0.22352941]
  [0.04705882 0.09803922 0.22352941]
  [0.03921569 0.08627451 0.21176471]
  ...
  [0.12156863 0.21176471 0.38431373]
  [0.1254902  0.21568627 0.39215686]
  [0.1254902  0.21568627 0.39215686]]

 [[0.04705882 0.09803922 0.22352941]
  [0.04705882 0.09803922 0.22352941]
  [0.03921569 0.08627451 0.21176471]
  ...
  [0.12156863 0.21176471 0.38431373]
  [0.1254902  0.21568627 0.39215686]
  [0.1254902  0.21568627 0.39215686]]

 [[0.03921569 0.09019608 0.21568627]
  [0.03921569 0.09019608 0.21568627]
  [0.03137255 0.08235294 0.20392157]
  ...
  [0.12156863 0.21176471 0.38431373]
  [0.1254902  0.21568627 0.38823529]
  [0.1254902  0.21568627 0.38823529]]

 ...

 [[0.00784314 0.10588235 0.22352941]
  [0.00784314 0.10588235 0.22352941]
  [0.00784314 0.10980392 0.22745098]
  ...
  [0.04313725 0.07058824 0.16862745]
  [0.03137255 0.05882353 0.15686275]
  [0.03137255 0.05882353 0.15686275]]

 [[0.00392157 0.10588235 0.22352941]
  [0.00392157 0.10588235 0.22352941]
  [0.00784314 0.10980392 0.22745098]
  ...
  [0.04705882 0.0745098  0.17254902]
  [0.03529412 0.0627451  0.16078431]
  [0.03529412 0.0627451  0.16078431]]

 [[0.00392157 0.10588235 0.22352941]
  [0.00392157 0.10588235 0.22352941]
  [0.00784314 0.10980392 0.22745098]
  ...
  [0.04705882 0.0745098  0.17254902]
  [0.03529412 0.0627451  0.16078431]
  [0.03529412 0.0627451  0.16078431]]]";1
"[[[0.82745098 0.81960784 0.81960784]
  [0.82745098 0.81960784 0.81960784]
  [0.83137255 0.82352941 0.82352941]
  ...
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]]

 [[0.82745098 0.81960784 0.81960784]
  [0.82745098 0.81960784 0.81960784]
  [0.83137255 0.82352941 0.82352941]
  ...
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]]

 [[0.83137255 0.82352941 0.82352941]
  [0.83137255 0.82352941 0.82352941]
  [0.83529412 0.82745098 0.82745098]
  ...
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]
  [0.79215686 0.76470588 0.75294118]]

 ...

 [[0.7254902  0.71764706 0.71764706]
  [0.7254902  0.71764706 0.71764706]
  [0.70980392 0.70196078 0.70196078]
  ...
  [0.76470588 0.76862745 0.76078431]
  [0.76078431 0.76470588 0.75686275]
  [0.76078431 0.76470588 0.75686275]]

 [[0.75686275 0.74901961 0.74901961]
  [0.75686275 0.74901961 0.74901961]
  [0.73333333 0.7254902  0.7254902 ]
  ...
  [0.78039216 0.78431373 0.77647059]
  [0.78039216 0.78431373 0.77647059]
  [0.78039216 0.78431373 0.77647059]]

 [[0.75686275 0.74901961 0.74901961]
  [0.75686275 0.74901961 0.74901961]
  [0.73333333 0.7254902  0.7254902 ]
  ...
  [0.78039216 0.78431373 0.77647059]
  [0.78039216 0.78431373 0.77647059]
  [0.78039216 0.78431373 0.77647059]]]";1
"[[[0.59607843 0.48627451 0.36862745]
  [0.59607843 0.48627451 0.36862745]
  [0.61568627 0.50980392 0.39607843]
  ...
  [0.38039216 0.35294118 0.27843137]
  [0.37647059 0.34901961 0.2745098 ]
  [0.37647059 0.34901961 0.2745098 ]]

 [[0.59607843 0.48627451 0.36862745]
  [0.59607843 0.48627451 0.36862745]
  [0.61568627 0.50980392 0.39607843]
  ...
  [0.38039216 0.35294118 0.27843137]
  [0.37647059 0.34901961 0.2745098 ]
  [0.37647059 0.34901961 0.2745098 ]]

 [[0.60392157 0.49803922 0.38039216]
  [0.60392157 0.49803922 0.38039216]
  [0.62352941 0.51764706 0.40392157]
  ...
  [0.38039216 0.34901961 0.2745098 ]
  [0.37647059 0.34509804 0.27058824]
  [0.37647059 0.34509804 0.27058824]]

 ...

 [[0.28235294 0.23137255 0.18431373]
  [0.28235294 0.23137255 0.18431373]
  [0.28235294 0.23137255 0.18431373]
  ...
  [0.17647059 0.20392157 0.21176471]
  [0.17647059 0.20392157 0.21568627]
  [0.17647059 0.20392157 0.21568627]]

 [[0.27843137 0.23137255 0.18431373]
  [0.27843137 0.23137255 0.18431373]
  [0.27843137 0.23137255 0.18431373]
  ...
  [0.17647059 0.20392157 0.21568627]
  [0.17647059 0.20392157 0.21568627]
  [0.17647059 0.20392157 0.21568627]]

 [[0.27843137 0.23137255 0.18431373]
  [0.27843137 0.23137255 0.18431373]
  [0.27843137 0.23137255 0.18431373]
  ...
  [0.17647059 0.20392157 0.21568627]
  [0.17647059 0.20392157 0.21568627]
  [0.17647059 0.20392157 0.21568627]]]";0
"[[[0.18431373 0.36078431 0.50980392]
  [0.18431373 0.36078431 0.50980392]
  [0.18039216 0.35686275 0.50588235]
  ...
  [0.52941176 0.59215686 0.65490196]
  [0.52941176 0.59215686 0.65490196]
  [0.52941176 0.59215686 0.65490196]]

 [[0.18431373 0.36078431 0.50980392]
  [0.18431373 0.36078431 0.50980392]
  [0.18039216 0.35686275 0.50588235]
  ...
  [0.52941176 0.59215686 0.65490196]
  [0.52941176 0.59215686 0.65490196]
  [0.52941176 0.59215686 0.65490196]]

 [[0.18039216 0.35686275 0.50588235]
  [0.18039216 0.35686275 0.50588235]
  [0.18039216 0.35686275 0.50196078]
  ...
  [0.5254902  0.59215686 0.65490196]
  [0.5254902  0.59215686 0.65490196]
  [0.5254902  0.59215686 0.65490196]]

 ...

 [[0.27843137 0.5372549  0.7254902 ]
  [0.27843137 0.5372549  0.7254902 ]
  [0.27843137 0.53333333 0.72156863]
  ...
  [0.23921569 0.43921569 0.56862745]
  [0.25882353 0.45882353 0.58823529]
  [0.25882353 0.45882353 0.58823529]]

 [[0.26666667 0.5254902  0.71372549]
  [0.26666667 0.5254902  0.71372549]
  [0.26666667 0.52156863 0.70980392]
  ...
  [0.23921569 0.43529412 0.56862745]
  [0.25490196 0.45490196 0.58431373]
  [0.25490196 0.45490196 0.58431373]]

 [[0.26666667 0.5254902  0.71372549]
  [0.26666667 0.5254902  0.71372549]
  [0.26666667 0.52156863 0.70980392]
  ...
  [0.23921569 0.43529412 0.56862745]
  [0.25490196 0.45490196 0.58431373]
  [0.25490196 0.45490196 0.58431373]]]";1
"[[[0.01176471 0.02745098 0.07058824]
  [0.01176471 0.02745098 0.07058824]
  [0.01568627 0.03137255 0.07058824]
  ...
  [0.85490196 0.76078431 0.59215686]
  [0.85490196 0.76078431 0.59607843]
  [0.85490196 0.76078431 0.59607843]]

 [[0.01176471 0.02745098 0.07058824]
  [0.01176471 0.02745098 0.07058824]
  [0.01568627 0.03137255 0.07058824]
  ...
  [0.85490196 0.76078431 0.59215686]
  [0.85490196 0.76078431 0.59607843]
  [0.85490196 0.76078431 0.59607843]]

 [[0.00784314 0.02352941 0.06666667]
  [0.00784314 0.02352941 0.06666667]
  [0.01176471 0.02352941 0.06666667]
  ...
  [0.85098039 0.75686275 0.59215686]
  [0.85490196 0.76078431 0.59607843]
  [0.85490196 0.76078431 0.59607843]]

 ...

 [[0.19607843 0.17647059 0.15686275]
  [0.19607843 0.17647059 0.15686275]
  [0.18039216 0.16470588 0.14509804]
  ...
  [0.54901961 0.49411765 0.47058824]
  [0.51764706 0.4627451  0.43921569]
  [0.51764706 0.4627451  0.43921569]]

 [[0.18431373 0.16862745 0.14901961]
  [0.18431373 0.16862745 0.14901961]
  [0.17254902 0.15686275 0.14117647]
  ...
  [0.59215686 0.53333333 0.50980392]
  [0.55686275 0.50196078 0.47843137]
  [0.55686275 0.50196078 0.47843137]]

 [[0.18431373 0.16862745 0.14901961]
  [0.18431373 0.16862745 0.14901961]
  [0.17254902 0.15686275 0.14117647]
  ...
  [0.59215686 0.53333333 0.50980392]
  [0.55686275 0.50196078 0.47843137]
  [0.55686275 0.50196078 0.47843137]]]";1
"[[[0.64313725 0.62745098 0.62352941]
  [0.64313725 0.62745098 0.62352941]
  [0.63137255 0.61960784 0.61568627]
  ...
  [0.4        0.39607843 0.38039216]
  [0.4        0.39607843 0.38039216]
  [0.4        0.39607843 0.38039216]]

 [[0.64313725 0.62745098 0.62352941]
  [0.64313725 0.62745098 0.62352941]
  [0.63137255 0.61960784 0.61568627]
  ...
  [0.4        0.39607843 0.38039216]
  [0.4        0.39607843 0.38039216]
  [0.4        0.39607843 0.38039216]]

 [[0.64313725 0.62745098 0.62352941]
  [0.64313725 0.62745098 0.62352941]
  [0.63137255 0.61568627 0.61176471]
  ...
  [0.41568627 0.41176471 0.39607843]
  [0.41568627 0.41176471 0.39607843]
  [0.41568627 0.41176471 0.39607843]]

 ...

 [[0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  ...
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]]

 [[0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  ...
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]]

 [[0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  [0.84313725 0.84705882 0.83921569]
  ...
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]
  [0.07843137 0.16470588 0.23529412]]]";1
"[[[0.78039216 0.74117647 0.80392157]
  [0.78039216 0.74117647 0.80392157]
  [0.77647059 0.74117647 0.80392157]
  ...
  [0.31372549 0.4627451  0.6745098 ]
  [0.33333333 0.48235294 0.69411765]
  [0.33333333 0.48235294 0.69411765]]

 [[0.78039216 0.74117647 0.80392157]
  [0.78039216 0.74117647 0.80392157]
  [0.77647059 0.74117647 0.80392157]
  ...
  [0.31372549 0.4627451  0.6745098 ]
  [0.33333333 0.48235294 0.69411765]
  [0.33333333 0.48235294 0.69411765]]

 [[0.78039216 0.74117647 0.80392157]
  [0.78039216 0.74117647 0.80392157]
  [0.77647059 0.74117647 0.80392157]
  ...
  [0.28627451 0.43529412 0.64705882]
  [0.30588235 0.45490196 0.66666667]
  [0.30588235 0.45490196 0.66666667]]

 ...

 [[0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  ...
  [1.         0.90980392 0.51372549]
  [1.         0.90980392 0.50980392]
  [1.         0.90980392 0.50980392]]

 [[0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  ...
  [1.         0.90980392 0.51372549]
  [1.         0.90980392 0.50980392]
  [1.         0.90980392 0.50980392]]

 [[0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  [0.77254902 0.75294118 0.81176471]
  ...
  [1.         0.90980392 0.51372549]
  [1.         0.90980392 0.50980392]
  [1.         0.90980392 0.50980392]]]";1
"[[[0.05098039 0.23921569 0.34901961]
  [0.05098039 0.23921569 0.34901961]
  [0.07058824 0.25882353 0.37254902]
  ...
  [0.28627451 0.79607843 0.96862745]
  [0.28627451 0.8        0.97254902]
  [0.28627451 0.8        0.97254902]]

 [[0.05098039 0.23921569 0.34901961]
  [0.05098039 0.23921569 0.34901961]
  [0.07058824 0.25882353 0.37254902]
  ...
  [0.28627451 0.79607843 0.96862745]
  [0.28627451 0.8        0.97254902]
  [0.28627451 0.8        0.97254902]]

 [[0.04705882 0.23921569 0.34509804]
  [0.04705882 0.23921569 0.34509804]
  [0.06666667 0.25490196 0.36862745]
  ...
  [0.28235294 0.79607843 0.96862745]
  [0.28235294 0.79607843 0.96862745]
  [0.28235294 0.79607843 0.96862745]]

 ...

 [[0.21568627 0.75294118 0.97254902]
  [0.21568627 0.75294118 0.97254902]
  [0.21176471 0.75294118 0.97254902]
  ...
  [0.10588235 0.47843137 0.71764706]
  [0.09803922 0.4745098  0.70980392]
  [0.09803922 0.4745098  0.70980392]]

 [[0.22352941 0.76078431 0.98039216]
  [0.22352941 0.76078431 0.98039216]
  [0.21960784 0.76078431 0.98039216]
  ...
  [0.10588235 0.47843137 0.71764706]
  [0.10196078 0.47843137 0.71372549]
  [0.10196078 0.47843137 0.71372549]]

 [[0.22352941 0.76078431 0.98039216]
  [0.22352941 0.76078431 0.98039216]
  [0.21960784 0.76078431 0.98039216]
  ...
  [0.10588235 0.47843137 0.71764706]
  [0.10196078 0.47843137 0.71372549]
  [0.10196078 0.47843137 0.71372549]]]";1
"[[[0.19215686 0.38431373 0.65882353]
  [0.19215686 0.38431373 0.65882353]
  [0.2        0.39215686 0.66666667]
  ...
  [0.10980392 0.12941176 0.21176471]
  [0.10196078 0.12156863 0.20392157]
  [0.10196078 0.12156863 0.20392157]]

 [[0.19215686 0.38431373 0.65882353]
  [0.19215686 0.38431373 0.65882353]
  [0.2        0.39215686 0.66666667]
  ...
  [0.10980392 0.12941176 0.21176471]
  [0.10196078 0.12156863 0.20392157]
  [0.10196078 0.12156863 0.20392157]]

 [[0.19607843 0.38431373 0.65882353]
  [0.19607843 0.38431373 0.65882353]
  [0.20392157 0.39607843 0.67058824]
  ...
  [0.09019608 0.10980392 0.19215686]
  [0.08627451 0.10588235 0.18431373]
  [0.08627451 0.10588235 0.18431373]]

 ...

 [[0.57254902 0.73333333 0.94509804]
  [0.57254902 0.73333333 0.94509804]
  [0.57647059 0.7372549  0.94901961]
  ...
  [0.57254902 0.81176471 0.94509804]
  [0.56470588 0.80784314 0.94117647]
  [0.56470588 0.80784314 0.94117647]]

 [[0.59215686 0.74901961 0.95686275]
  [0.59215686 0.74901961 0.95686275]
  [0.59607843 0.75294118 0.96078431]
  ...
  [0.57647059 0.81568627 0.94509804]
  [0.56862745 0.80784314 0.94117647]
  [0.56862745 0.80784314 0.94117647]]

 [[0.59215686 0.74901961 0.95686275]
  [0.59215686 0.74901961 0.95686275]
  [0.59607843 0.75294118 0.96078431]
  ...
  [0.57647059 0.81568627 0.94509804]
  [0.56862745 0.80784314 0.94117647]
  [0.56862745 0.80784314 0.94117647]]]";1
"[[[0.78431373 0.74901961 0.70980392]
  [0.78431373 0.74901961 0.70980392]
  [0.78039216 0.74901961 0.70980392]
  ...
  [0.29803922 0.38823529 0.44705882]
  [0.31764706 0.40784314 0.46666667]
  [0.31764706 0.40784314 0.46666667]]

 [[0.78431373 0.74901961 0.70980392]
  [0.78431373 0.74901961 0.70980392]
  [0.78039216 0.74901961 0.70980392]
  ...
  [0.29803922 0.38823529 0.44705882]
  [0.31764706 0.40784314 0.46666667]
  [0.31764706 0.40784314 0.46666667]]

 [[0.78431373 0.75294118 0.71372549]
  [0.78431373 0.75294118 0.71372549]
  [0.78431373 0.75294118 0.71372549]
  ...
  [0.29411765 0.38823529 0.44705882]
  [0.30980392 0.40392157 0.45882353]
  [0.30980392 0.40392157 0.45882353]]

 ...

 [[0.87058824 0.83529412 0.77254902]
  [0.87058824 0.83529412 0.77254902]
  [0.8745098  0.84313725 0.78039216]
  ...
  [0.09019608 0.14509804 0.40392157]
  [0.08627451 0.14117647 0.40392157]
  [0.08627451 0.14117647 0.40392157]]

 [[0.87058824 0.83921569 0.77254902]
  [0.87058824 0.83921569 0.77254902]
  [0.8745098  0.84313725 0.77647059]
  ...
  [0.08235294 0.1372549  0.39215686]
  [0.0745098  0.12941176 0.38823529]
  [0.0745098  0.12941176 0.38823529]]

 [[0.87058824 0.83921569 0.77254902]
  [0.87058824 0.83921569 0.77254902]
  [0.8745098  0.84313725 0.77647059]
  ...
  [0.08235294 0.1372549  0.39215686]
  [0.0745098  0.12941176 0.38823529]
  [0.0745098  0.12941176 0.38823529]]]";1
"[[[0.1254902  0.3372549  0.57254902]
  [0.1254902  0.3372549  0.57254902]
  [0.1372549  0.34509804 0.58039216]
  ...
  [0.96470588 0.9372549  0.95686275]
  [0.96078431 0.93333333 0.95294118]
  [0.96078431 0.93333333 0.95294118]]

 [[0.1254902  0.3372549  0.57254902]
  [0.1254902  0.3372549  0.57254902]
  [0.1372549  0.34509804 0.58039216]
  ...
  [0.96470588 0.9372549  0.95686275]
  [0.96078431 0.93333333 0.95294118]
  [0.96078431 0.93333333 0.95294118]]

 [[0.1372549  0.34901961 0.58431373]
  [0.1372549  0.34901961 0.58431373]
  [0.14509804 0.34901961 0.58431373]
  ...
  [0.96470588 0.9372549  0.95686275]
  [0.96078431 0.93333333 0.95294118]
  [0.96078431 0.93333333 0.95294118]]

 ...

 [[0.02352941 0.04705882 0.13333333]
  [0.02352941 0.04705882 0.13333333]
  [0.02745098 0.05098039 0.14509804]
  ...
  [0.03921569 0.03529412 0.06666667]
  [0.04313725 0.03529412 0.0627451 ]
  [0.04313725 0.03529412 0.0627451 ]]

 [[0.02352941 0.04705882 0.1372549 ]
  [0.02352941 0.04705882 0.1372549 ]
  [0.02745098 0.05490196 0.14901961]
  ...
  [0.04705882 0.04313725 0.07058824]
  [0.05098039 0.04313725 0.06666667]
  [0.05098039 0.04313725 0.06666667]]

 [[0.02352941 0.04705882 0.1372549 ]
  [0.02352941 0.04705882 0.1372549 ]
  [0.02745098 0.05490196 0.14901961]
  ...
  [0.04705882 0.04313725 0.07058824]
  [0.05098039 0.04313725 0.06666667]
  [0.05098039 0.04313725 0.06666667]]]";1
"[[[0.37647059 0.40392157 0.41568627]
  [0.37647059 0.40392157 0.41568627]
  [0.37647059 0.40392157 0.41568627]
  ...
  [0.37647059 0.42352941 0.53333333]
  [0.38431373 0.43137255 0.54117647]
  [0.38431373 0.43137255 0.54117647]]

 [[0.37647059 0.40392157 0.41568627]
  [0.37647059 0.40392157 0.41568627]
  [0.37647059 0.40392157 0.41568627]
  ...
  [0.37647059 0.42352941 0.53333333]
  [0.38431373 0.43137255 0.54117647]
  [0.38431373 0.43137255 0.54117647]]

 [[0.38039216 0.40392157 0.41960784]
  [0.38039216 0.40392157 0.41960784]
  [0.38039216 0.40784314 0.41960784]
  ...
  [0.37254902 0.41960784 0.52941176]
  [0.38039216 0.42745098 0.5372549 ]
  [0.38039216 0.42745098 0.5372549 ]]

 ...

 [[0.25098039 0.26666667 0.33333333]
  [0.25098039 0.26666667 0.33333333]
  [0.23921569 0.25490196 0.3254902 ]
  ...
  [0.08235294 0.1372549  0.22745098]
  [0.07843137 0.13333333 0.22352941]
  [0.07843137 0.13333333 0.22352941]]

 [[0.24313725 0.25882353 0.32941176]
  [0.24313725 0.25882353 0.32941176]
  [0.23137255 0.24705882 0.31764706]
  ...
  [0.08627451 0.14117647 0.23137255]
  [0.08235294 0.1372549  0.22745098]
  [0.08235294 0.1372549  0.22745098]]

 [[0.24313725 0.25882353 0.32941176]
  [0.24313725 0.25882353 0.32941176]
  [0.23137255 0.24705882 0.31764706]
  ...
  [0.08627451 0.14117647 0.23137255]
  [0.08235294 0.1372549  0.22745098]
  [0.08235294 0.1372549  0.22745098]]]";1
